	SAL01	SAL02	SAL03	SAL04	SAL07	MN01	MN02	MN03	MN04	MN05	ABS01	ABS02	ABS03	ABS04	ABS05	ABS06	ABS07
2410131K14Rik|2410131K14Rik	1288	822	910	782	1773	998	361	1234	752	1482	621	1162	963	986	954	1435	921
Gm7538|Gm7538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AW549542|AW549542	9	0	30	0	0	0	0	0	14	0	10	25	0	0	0	89	53
Tbx3os1|Tbx3os1	0	0	17	11	0	0	0	0	0	0	0	18	0	0	0	20	7
Gm16064|Gm16064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbx3|Tbx3	152	169	302	220	419	144	20	121	70	491	181	110	189	123	276	109	444
Gm16063|Gm16063	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0
Sdsl|Sdsl	0	0	21	17	161	27	29	0	53	0	3	45	0	0	0	81	0
Gm10390|Gm10390	0	0	0	0	20	0	0	0	0	0	0	0	13	0	0	0	0
Rbm19|Rbm19	558	316	492	503	801	425	231	670	320	706	570	778	665	884	560	890	801
Med13l|Med13l	2147	1430	1957	1745	2951	2164	2037	3434	1379	3293	1845	1395	1785	1799	2662	1819	1903
Sds|Sds	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0
Plbd2|Plbd2	4416	3752	5696	4631	5170	4294	2963	5685	2593	5568	2947	6639	6093	5769	5610	7212	6325
Dtx1|Dtx1	0	7	0	0	0	8	53	0	0	66	24	0	0	0	40	47	8
Oas3|Oas3	20	65	0	13	145	0	0	0	0	120	26	17	24	0	0	0	0
Oas2|Oas2	8	12	31	66	0	0	79	63	0	105	42	0	46	0	0	0	0
Rasal1|Rasal1	0	0	0	34	0	33	62	0	43	0	105	0	36	97	0	0	164
Oas1b|Oas1b	57	37	29	22	0	11	0	49	0	44	41	29	5	18	61	17	16
Oas1c|Oas1c	51	40	188	62	102	67	0	32	62	141	95	45	18	104	164	108	88
Oas1a|Oas1a	786	284	540	442	298	489	665	681	292	547	364	792	383	251	663	595	525
Rph3a|Rph3a	85	0	69	69	106	22	69	241	35	57	133	87	10	34	255	41	108
Gm32185|Gm32185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc8b1|Slc8b1	1605	1129	1703	1431	1046	1034	587	785	704	1983	1220	2089	1342	1622	1299	1645	2030
Tpcn1|Tpcn1	605	722	767	377	934	518	449	694	316	859	462	984	547	886	568	717	628
Iqcd|Iqcd	12	50	48	47	131	18	0	17	0	110	0	48	55	88	0	55	0
Gm38465|Gm38465	6	0	0	0	9	0	0	0	13	0	29	0	0	0	0	0	0
Cfap73|Cfap73	0	0	11	0	0	0	18	0	0	0	0	0	0	0	8	44	0
Gm38700|Gm38700	0	0	8	0	0	0	0	0	0	0	16	0	0	0	0	0	0
Rita1|Rita1	458	154	359	363	535	182	300	379	286	428	376	295	450	328	432	415	656
Ddx54|Ddx54	1853	1498	1840	1852	2079	1660	1289	3416	1090	1419	1046	2804	2528	2497	1898	2762	1710
Ptpn11|Ptpn11	2067	1658	2192	1922	2995	2338	1793	3047	1630	2770	2780	2641	2538	2485	2227	3230	4087
Gm15800|Gm15800	412	392	351	230	258	376	282	700	129	327	369	607	326	387	209	615	347
Rpl6|Rpl6	29263	20109	25942	17601	32057	24865	17752	33260	21492	33086	18041	35855	24199	25731	24862	31064	28132
Trafd1|Trafd1	6291	3709	5415	4246	5104	5722	3831	6052	3297	6800	5798	8362	6442	6715	4322	7948	7579
Gm42020|Gm42020	20	0	0	0	0	36	0	0	0	0	22	0	0	0	21	0	0
Naa25|Naa25	2192	1337	2211	1330	2574	2452	1785	2843	1649	1344	2331	3108	2307	2347	2110	2554	2571
Mapkapk5|Mapkapk5	451	295	243	286	347	361	350	363	141	551	236	428	431	432	187	731	342
Tmem116|Tmem116	44	14	27	15	62	13	8	41	0	0	64	29	164	80	53	31	60
Adam1b|Adam1b	39	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Erp29|Erp29	9003	6326	7630	5992	8945	7175	5650	10752	5910	10950	6181	10904	7952	8580	7829	8947	7979
Aldh2|Aldh2	3646	2223	3545	2530	3232	3423	2021	4552	2612	3817	3325	4230	3180	3933	3276	4976	4188
Acad10|Acad10	163	94	53	117	139	36	82	158	154	107	37	127	254	41	26	195	222
Brap|Brap	3493	2169	3186	2980	3096	3177	1913	2268	1363	3350	2499	1370	2820	4086	3880	4036	3166
Acad12|Acad12	418	316	539	312	405	394	216	398	312	198	268	469	530	484	439	392	483
Gm32422|Gm32422	20	10	0	8	0	0	17	13	0	0	12	12	13	0	0	28	12
Fam109a|Fam109a	288	162	319	182	259	165	129	126	273	129	188	164	197	271	558	372	191
Atxn2|Atxn2	589	409	574	405	910	442	624	597	825	1018	873	415	617	474	526	565	760
Sh2b3|Sh2b3	3886	2378	3293	3196	3479	3048	2071	4077	2384	4116	2741	3427	2150	3171	4116	3733	3448
Mir7031|Mir7031	2	1	0	0	0	2	1	0	0	5	0	0	1	4	3	0	1
Myl2|Myl2	437	297	465	458	461	487	287	470	340	338	232	698	423	436	448	638	582
Ccdc63|Ccdc63	8	53	87	20	25	48	38	180	0	0	0	18	5	0	0	0	56
Gm42021|Gm42021	11	0	0	0	62	0	0	0	0	0	0	5	0	0	0	11	0
Cux2|Cux2	312	143	149	230	252	208	145	217	176	264	374	169	289	339	350	312	320
Ppp1cc|Ppp1cc	716	572	617	347	823	818	358	454	601	725	582	832	503	581	663	741	472
Hvcn1|Hvcn1	21600	16952	22597	17753	21760	16031	12653	26247	12502	23530	14404	23286	23072	23606	20882	24649	22581
Tctn1|Tctn1	1051	538	727	694	813	1014	665	1210	495	1340	737	1097	739	537	857	1121	926
Anapc7|Anapc7	1839	1387	1326	1267	1780	1231	1166	2365	1347	1580	1117	1995	1766	1677	1464	2132	1870
Ift81|Ift81	241	190	303	237	133	214	328	231	340	543	282	447	532	247	458	418	635
Atp2a2|Atp2a2	2316	1617	1607	1360	2261	1998	1578	1899	2193	2849	2319	2443	1777	1539	2793	2415	2229
Rad9b|Rad9b	89	259	143	124	181	182	131	210	9	412	125	82	227	92	367	114	51
Gm32853|Gm32853	282	74	118	105	156	163	123	132	180	294	402	201	220	226	600	466	289
Pptc7|Pptc7	1007	777	615	477	1116	928	1045	1198	692	1406	1478	1256	1112	1279	961	704	1262
Vps29|Vps29	13369	9978	11384	8624	13114	12958	9683	16205	12715	15071	10069	17207	12125	12873	15258	14364	13177
Fam216a|Fam216a	355	317	438	263	422	370	283	439	538	487	534	438	376	440	543	340	321
Gpn3|Gpn3	1253	783	1158	997	1175	1223	857	2473	1231	1776	756	1482	1208	1446	1568	1391	1619
Arpc3|Arpc3	12156	7397	11444	7879	13802	9748	8496	14252	6929	12296	9136	18216	11512	12003	10380	14641	12249
P2rx7|P2rx7	13494	9958	11543	10601	14384	13323	9089	17461	8707	16753	13492	17506	13557	14359	13604	14495	15252
Mir8115|Mir8115	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Camkk2|Camkk2	1668	1469	1926	1687	1627	962	1173	1090	855	1317	1185	1763	1305	1828	2119	2168	1732
P2rx4|P2rx4	5933	5066	5474	4722	5535	5240	3721	6700	4221	8011	4993	6759	5668	5422	6113	7927	5135
Anapc5|Anapc5	8900	6186	8084	6450	9938	8156	5600	9703	6954	6283	6965	9708	9369	8505	7613	11085	10181
Gm33044|Gm33044	25	19	16	15	22	16	0	11	13	21	28	47	5	7	0	9	40
Kdm2b|Kdm2b	3261	2014	3655	2977	2309	2518	1994	3271	2039	3995	2416	3895	3362	4756	3797	3514	3312
Gm33118|Gm33118	51	25	97	29	41	0	46	0	63	59	78	9	52	0	26	12	21
Rnf34|Rnf34	3949	2554	3255	2959	3283	4549	2412	4948	4472	4204	3397	4319	3990	3879	4848	4868	4630
A930024E05Rik|A930024E05Rik	197	97	120	144	170	118	37	78	194	0	283	225	413	233	191	368	260
Gm2479|Gm2479	61	26	49	30	18	51	28	28	8	17	22	55	32	30	43	48	53
Orai1|Orai1	1230	1339	1498	915	1239	1336	519	1073	427	580	1262	923	942	1415	1357	1770	961
Morn3|Morn3	48	22	26	27	17	30	46	51	60	66	164	53	23	87	43	56	58
Gm42023|Gm42023	0	0	0	0	0	10	0	17	4	23	33	0	0	0	0	0	30
Tmem120b|Tmem120b	338	346	304	265	88	277	211	83	131	227	331	147	248	371	480	464	433
Rhof|Rhof	76	140	101	80	119	94	125	146	53	173	120	90	55	8	0	34	94
Gm42024|Gm42024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AI480526|AI480526	45	33	45	54	141	54	16	21	60	0	42	23	14	41	142	42	19
Setd1b|Setd1b	2566	1687	2092	1952	2453	2055	1973	3764	2456	2954	2594	2583	2263	2061	3818	2595	2464
Gm42025|Gm42025	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
Wdr66|Wdr66	0	0	0	0	0	0	0	0	17	0	0	0	0	6	0	2	0
Psmd9|Psmd9	1680	1218	1616	971	1640	1554	1058	1569	1159	1832	1683	2380	1855	2116	2081	2405	1894
LOC102641980|LOC102641980	41	25	7	28	30	5	22	31	0	28	0	21	0	0	0	37	28
Bcl7a|Bcl7a	468	398	772	469	219	610	600	665	387	655	732	795	731	916	824	1362	1011
Lrrc43|Lrrc43	23	0	0	0	0	0	0	0	28	0	127	33	0	0	0	64	0
Mlxip|Mlxip	1424	779	1095	655	1752	637	1018	1678	714	910	727	562	523	993	999	1387	664
B3gnt4|B3gnt4	49	25	31	26	39	55	26	14	0	0	0	77	17	0	113	50	5
Mir7647|Mir7647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Diablo|Diablo	3808	3256	4021	2756	3844	3995	2875	5209	2704	5223	3855	5316	3668	3995	4445	5082	4234
Vps33a|Vps33a	6053	3889	5927	4129	7452	4983	2982	6583	3719	8433	3488	6745	4650	5589	5174	6584	7982
Hcar2|Hcar2	1303	593	785	843	528	931	385	1230	508	792	798	685	821	1415	778	656	1343
Kntc1|Kntc1	18	20	67	8	55	209	13	6	12	6	29	0	31	27	0	68	27
Rsrc2|Rsrc2	3572	2411	3039	2560	5675	4750	3830	6177	4323	5492	4413	5850	3838	4060	3442	5240	4687
Ccdc62|Ccdc62	219	314	312	228	349	179	179	260	161	152	158	430	272	167	37	216	236
Hip1r|Hip1r	109	60	159	135	203	128	132	89	135	89	149	251	218	94	281	253	208
LOC108169068|LOC108169068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir7032|Mir7032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Denr|Denr	5574	4382	5188	3746	6616	4771	4134	6051	4464	6045	4145	6041	5179	5023	4292	6794	6305
Clip1|Clip1	11602	9076	11893	8796	13118	9732	9257	16978	11226	13794	12172	14982	13776	11744	12765	11959	12954
Zcchc8|Zcchc8	3978	2965	2734	2241	3001	3511	2793	3809	3169	2584	3161	3366	2029	2506	3410	3450	3049
Abcb9|Abcb9	58	83	138	164	0	64	27	138	173	108	136	200	157	120	0	95	371
Vps37b|Vps37b	3683	2531	3547	3384	1787	2918	2121	4714	1762	2409	2703	4259	3890	4779	2822	5804	4917
LOC108169069|LOC108169069	32	8	7	48	18	8	0	0	34	0	0	70	22	49	76	12	58
Ogfod2|Ogfod2	1102	706	835	660	1077	622	789	1246	555	993	935	879	881	1030	687	843	1209
Arl6ip4|Arl6ip4	2310	1781	2164	1729	2147	2320	1418	2264	1749	2273	1427	2520	2475	2203	1349	2562	2280
Pitpnm2|Pitpnm2	37	20	69	39	3	0	3	51	2	68	0	37	0	14	79	76	20
Gm34166|Gm34166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pitpnm2os1|Pitpnm2os1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdk2ap1|Cdk2ap1	169	159	163	136	196	172	89	252	113	89	194	270	192	138	239	372	178
Mphosph9|Mphosph9	763	698	771	771	651	284	416	1239	948	777	383	1047	610	703	524	755	788
2810006K23Rik|2810006K23Rik	1613	1359	1467	1049	1854	1643	1503	1866	1405	1828	1572	2097	1570	1795	1605	2411	1536
Kmt5a|Kmt5a	677	312	479	289	427	563	604	414	242	887	714	274	464	636	471	320	385
Rilpl2|Rilpl2	1264	641	944	620	1191	1014	767	1072	824	1116	1241	1120	1135	1067	809	923	1422
Snrnp35|Snrnp35	967	517	674	481	1211	903	666	1016	1051	779	880	703	582	650	776	801	1134
Sbno1|Sbno1	6777	4789	5310	4932	7282	5311	5555	9004	7068	7931	7627	6906	6490	6121	7001	6268	7515
Rilpl1|Rilpl1	6829	4361	5444	4737	6738	5151	3911	7880	3894	6535	5138	6598	5116	5718	6449	6909	6315
Ddx55|Ddx55	569	629	814	585	264	757	619	847	678	1018	836	829	629	877	481	803	723
Tctn2|Tctn2	216	161	141	71	39	104	194	313	131	248	237	158	197	116	302	198	117
Eif2b1|Eif2b1	1907	1276	1906	1349	2097	2030	1617	1991	1663	1835	1887	2642	1786	1955	2110	2417	2775
Gtf2h3|Gtf2h3	1347	779	989	749	798	761	560	1133	1166	807	943	1027	937	1053	989	1103	1257
Tmed2|Tmed2	27987	22527	27530	20625	32628	25733	17411	29089	18684	32308	23398	25189	24078	27809	27493	30653	26690
Gm40320|Gm40320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc92|Ccdc92	49	35	86	71	0	191	121	125	59	15	164	17	210	160	324	57	0
Dnah10|Dnah10	27	0	0	0	34	0	14	0	0	3	61	0	12	2	20	5	0
Fam101a|Fam101a	7	14	22	35	50	0	0	46	0	54	62	21	0	40	0	65	0
Zfp664|Zfp664	1084	1088	1591	1311	3117	1321	1323	1799	1733	1840	2235	2059	1076	1317	1614	1429	2175
Ncor2|Ncor2	403	402	637	395	257	618	364	809	121	459	538	520	587	543	270	477	267
Atp6v0a2|Atp6v0a2	14199	10476	15491	12590	14640	13751	11061	18115	9195	16021	13269	16344	15177	17066	14264	16723	17984
Gm40324|Gm40324	0	0	0	0	0	0	0	0	0	38	0	0	0	6	0	0	0
Gm32701|Gm32701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scarb1|Scarb1	1842	1359	2029	1526	1268	1214	931	1745	995	1788	930	2435	1788	1821	2323	2825	2559
Dhx37|Dhx37	394	264	299	288	140	159	267	261	233	415	169	305	260	315	341	342	666
Gm40325|Gm40325	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Bri3bp|Bri3bp	893	639	880	612	1028	706	667	1004	684	1244	917	1433	640	1061	481	1147	1015
Aacs|Aacs	578	316	294	422	231	472	281	584	428	861	698	916	464	731	557	1128	969
Gm32811|Gm32811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem132b|Tmem132b	0	78	62	32	0	209	107	234	112	176	461	323	154	37	256	204	484
Gm33738|Gm33738	13	28	0	17	56	0	0	0	137	33	86	55	24	21	113	136	44
Ubc|Ubc	62257	39485	43989	36390	61434	62604	52807	98581	54608	76964	53258	91797	63252	62105	51618	71076	65646
Slc15a4|Slc15a4	4369	3432	3796	3302	4397	4483	3499	7132	2939	7878	2859	6783	6407	6601	4244	5984	6033
Glt1d1|Glt1d1	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	10	0
Stx2|Stx2	1890	1696	1581	1621	2065	1850	1560	1625	1187	3194	1895	1878	1524	2031	2505	2387	2529
Gm40333|Gm40333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm34468|Gm34468	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
Mmp17|Mmp17	10	23	0	0	0	0	0	0	35	47	0	0	0	28	0	0	33
Sfswap|Sfswap	962	544	1058	461	635	1002	702	1423	367	1239	899	727	794	782	1093	578	680
Ran|Ran	11633	7751	10557	7789	13392	10657	7706	12865	9211	11884	9631	14156	10197	11175	10955	13184	11368
Zfp11|Zfp11	535	422	642	314	673	454	334	732	279	844	542	307	202	355	92	584	303
Mrps17|Mrps17	2554	2331	2501	1780	2901	2052	1456	2902	1575	2671	1929	3212	2957	2568	2948	2569	3148
Gbas|Gbas	4323	2330	3678	2791	5499	3630	2830	4099	3052	1805	4823	3280	3368	3971	5184	5014	5001
Psph|Psph	1331	1006	1009	1063	1168	1080	668	1414	1028	1143	1617	1472	1345	1347	1524	1608	1747
Snora15|Snora15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cct6a|Cct6a	8966	6325	8262	5684	7458	10041	5719	12183	7975	10294	9286	12785	8925	9171	9499	10786	9889
Sumf2|Sumf2	2086	1473	1867	1471	2141	2499	759	2833	2131	2166	2265	2206	1724	1813	1582	2436	2296
Phkg1|Phkg1	374	159	96	92	81	36	5	215	217	258	352	174	128	197	238	427	165
Vkorc1l1|Vkorc1l1	833	534	786	478	790	555	421	703	411	448	466	645	672	877	736	556	569
Zbed5|Zbed5	314	131	172	177	451	266	110	392	137	268	584	532	414	407	48	305	472
Nupr1l|Nupr1l	39	52	29	37	92	38	0	24	0	35	53	102	33	50	47	26	43
Chchd2|Chchd2	12143	8407	11108	8287	13058	11963	8653	13176	10499	13047	11847	15476	10350	10012	11217	12913	11463
Asl|Asl	2951	1958	2468	1794	2811	2352	1916	2388	2388	3122	2451	3040	2248	2608	2188	2438	2494
Crcp|Crcp	1484	1410	1482	1531	2715	1724	1249	2059	1131	1925	1741	2010	1557	1659	2170	1865	2205
Kctd7|Kctd7	748	458	721	465	1387	497	476	481	392	537	618	784	658	700	1355	1359	1061
Tpst1|Tpst1	719	423	541	500	1265	599	627	649	403	460	478	490	496	476	932	798	940
Gusb|Gusb	20728	14860	18939	13916	21231	14983	9850	21096	12220	18574	16816	20985	18494	19189	19062	23015	19520
Rabgef1|Rabgef1	3493	2016	2538	1948	3420	2832	2373	3695	2159	5207	2932	3496	2749	3224	3478	3171	3338
Gm10051|Gm10051	61	35	43	24	59	34	37	53	35	43	34	62	56	46	50	39	19
Tyw1|Tyw1	2210	2244	2504	2328	2742	1962	1608	2519	1629	3545	1614	2632	2397	2311	2947	2080	3408
Caln1|Caln1	0	67	30	68	116	35	21	0	25	75	52	12	29	58	165	40	160
Gm40336|Gm40336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A330070K13Rik|A330070K13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem248|Tmem248	2418	2059	2249	1454	1423	1397	1585	756	688	1537	1831	742	1151	2203	2229	2573	1993
LOC102640199|LOC102640199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Gm6598|Gm6598	29	27	65	19	74	55	36	0	61	0	15	0	18	3	5	31	41
Sbds|Sbds	9622	7902	8972	7030	12185	10429	7269	14781	9258	13954	9233	12863	8754	9549	15054	11384	11771
Gatsl2|Gatsl2	164	103	104	314	104	143	104	355	75	98	10	167	219	192	256	283	253
Wbscr16|Wbscr16	1148	828	1113	886	1837	748	816	775	548	384	402	247	745	1277	1722	1175	1151
4930563F08Rik|4930563F08Rik	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
Auts2|Auts2	3	54	48	46	153	81	56	160	101	219	67	31	154	0	95	83	39
Gtf2ird2|Gtf2ird2	1080	807	1263	921	816	1086	913	1983	869	1590	744	1022	826	1136	174	971	1251
Ncf1|Ncf1	16342	10482	13564	10182	14100	14577	10468	18307	11347	15703	11403	17955	13282	14369	10980	15881	16106
Clip2|Clip2	489	503	575	516	857	589	228	556	321	711	420	753	667	875	556	866	624
Syna|Syna	0	7	36	4	0	60	0	0	0	0	76	0	0	0	0	0	0
Mir7228|Mir7228	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0
Gtf2ird1|Gtf2ird1	141	186	271	104	71	225	153	115	71	232	332	406	197	223	116	340	84
Gtf2i|Gtf2i	6316	4985	6006	5673	7094	6983	4798	7094	3748	6200	6847	4613	6572	7869	9090	6463	5988
Limk1|Limk1	547	478	951	671	661	632	391	975	177	514	240	1129	896	877	1081	1290	858
Gm10369|Gm10369	40	15	18	44	101	65	13	24	21	0	99	29	26	121	57	64	0
Wbscr25|Wbscr25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn3|Cldn3	0	0	0	0	13	0	0	0	0	0	4	0	0	0	0	0	0
LOC105244793|LOC105244793	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Wbscr27|Wbscr27	115	89	29	62	22	61	36	104	24	80	45	83	79	49	89	0	160
Eln|Eln	77	13	57	6	166	0	0	0	15	0	41	45	20	0	30	30	23
Gm30003|Gm30003	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stx1a|Stx1a	69	33	128	41	0	39	50	123	61	9	75	57	134	138	132	0	10
Abhd11|Abhd11	995	678	749	576	1415	838	605	1251	759	865	1046	1382	985	878	1092	1614	1042
Abhd11os|Abhd11os	85	64	110	43	173	65	88	64	41	121	71	129	98	33	136	76	95
Wbscr22|Wbscr22	4278	2619	3487	3077	3362	3157	2797	5192	3625	4155	2521	3829	3012	3131	4750	4358	3933
Dnajc30|Dnajc30	2492	1828	2289	1815	2452	1922	1676	2947	1623	1904	1918	2860	2386	2353	1660	2660	2694
Lat2|Lat2	20051	13547	18117	12615	18837	14097	8942	19290	12999	20271	13307	24206	16610	20652	18464	19961	19384
Rfc2|Rfc2	4249	3107	4257	2420	4125	4587	3006	4890	3974	5817	3999	5945	4080	4288	4406	5055	5470
Eif4h|Eif4h	15473	11238	15971	13013	18806	15428	12162	21008	12676	18076	16152	22983	17520	17553	18742	22729	20643
Mlxipl|Mlxipl	8258	5968	8070	6604	7088	5984	5166	9838	5710	7826	8501	8211	6623	7646	6886	8291	9349
Tbl2|Tbl2	1229	1180	1639	1445	1359	1409	1192	1830	796	2412	1286	1000	1370	1523	1420	1524	1611
Bcl7b|Bcl7b	4183	3513	4484	4094	4475	4762	3432	5698	2523	5931	3509	6181	4836	4906	4356	6097	5669
Fkbp6|Fkbp6	4	0	0	24	0	0	0	0	0	0	32	456	0	14	0	0	0
Baz1b|Baz1b	3077	1879	2087	1942	2975	2789	2379	4479	2076	4058	2985	3070	2790	2556	3549	2689	3337
Nsun5|Nsun5	1366	1088	1014	725	1107	1208	951	1476	1201	1720	1076	1181	944	1112	613	1475	1193
Pom121|Pom121	689	286	692	412	802	1049	501	1340	502	464	703	903	957	1047	428	920	708
Mir7033|Mir7033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccl24|Ccl24	886	445	578	460	633	496	709	1002	671	885	508	914	648	483	597	921	741
Hip1|Hip1	229	149	318	319	787	314	450	417	574	423	705	431	226	147	548	584	1068
Rhbdd2|Rhbdd2	1647	864	1353	1016	1192	743	1076	2177	1029	908	1261	1311	1316	1327	1616	1663	1646
Por|Por	4175	2750	4568	3698	3579	3944	3219	5204	2777	5356	4288	4966	4557	3946	3923	6599	4625
Gm40345|Gm40345	0	0	0	0	0	0	18	0	0	0	0	4	0	0	0	0	15
Mir7034|Mir7034	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem120a|Tmem120a	2168	1280	1802	1203	1109	2143	1051	2553	1388	2102	1398	2025	1962	1896	2228	2459	2818
Hspb1|Hspb1	1149	766	1126	822	2049	2074	1117	1489	2410	1952	2768	3369	1307	757	1608	2095	2390
Upk3bl|Upk3bl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm40347|Gm40347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dtx2|Dtx2	599	505	677	666	1197	722	622	914	325	742	281	465	811	772	651	663	918
Ywhag|Ywhag	4195	3054	4232	3183	2877	2773	2721	3938	2225	3518	4532	6524	4123	5217	2982	5808	4399
Gm40346|Gm40346	221	89	93	174	315	17	122	79	72	63	104	195	93	73	95	179	210
Rasa4|Rasa4	817	830	1330	720	498	745	656	801	234	852	825	965	949	1510	664	1117	1108
Mir7035|Mir7035	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Styxl1|Styxl1	94	10	47	16	69	0	0	7	0	44	48	26	37	21	83	63	7
LOC105244798|LOC105244798	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Mdh2|Mdh2	19525	14604	18244	14110	22027	17195	14561	23723	18161	25292	19462	22396	17570	18024	23796	22889	22079
Alkbh4|Alkbh4	827	447	860	613	356	521	618	575	477	732	696	1480	519	743	596	1136	838
Polr2j|Polr2j	1949	1444	1891	1315	1770	1813	1489	2189	1286	2242	1219	2607	1704	1474	1523	2367	2141
Lrwd1|Lrwd1	2043	1140	1816	1251	1911	1539	1170	2239	1164	1502	1522	1634	1326	1523	1946	1322	2076
Prkrip1|Prkrip1	977	535	668	719	711	944	628	824	679	410	788	1252	847	742	1403	1068	1126
Orai2|Orai2	1641	1177	2184	1421	2368	1659	1295	2151	625	1680	1598	2538	2314	2601	1163	2435	1939
Ift22|Ift22	1101	662	794	716	681	1143	943	1412	890	1630	1055	1375	1066	812	1471	1461	971
4933404O12Rik|4933404O12Rik	146	142	156	142	153	66	113	259	83	0	189	136	0	148	0	70	0
Sh2b2|Sh2b2	2070	1360	1856	1359	1599	1008	727	1301	1248	1325	1499	1951	1575	2349	1756	1795	2153
Gm30408|Gm30408	0	8	36	11	20	0	9	4	16	17	18	28	27	18	0	6	12
Cux1|Cux1	4818	3428	4660	3027	4125	4117	3939	6397	3318	6234	3316	5080	4674	4612	4908	4470	4538
Mir721|Mir721	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
Gm16599|Gm16599	0	0	7	0	0	9	0	0	0	17	0	0	0	0	0	7	0
Cldn15|Cldn15	0	0	0	0	0	0	0	0	0	0	18	28	0	0	0	0	0
Fis1|Fis1	9208	6577	9037	6263	9426	7480	5830	10027	6239	8820	8455	13239	8477	7615	8537	11142	9866
Vgf|Vgf	0	0	31	16	39	18	0	0	0	0	13	0	0	0	47	59	27
Znhit1|Znhit1	2159	1588	2020	1443	2191	1863	1369	2048	1532	2161	1456	2185	1562	1503	1623	2342	2276
Plod3|Plod3	6784	4759	7084	5788	6099	6145	4935	8962	4600	7853	6155	8692	7200	9069	6117	8450	8148
Mir702|Mir702	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1
Ap1s1|Ap1s1	4156	2814	3594	2709	4726	3191	2704	5286	3162	4654	2958	5383	3895	3399	3963	4754	4813
Serpine1|Serpine1	1249	939	884	522	1043	1006	999	1667	770	589	907	1247	954	691	567	949	1004
Trim56|Trim56	136	77	61	76	259	76	61	294	17	65	121	41	88	131	146	100	158
Ache|Ache	416	248	362	348	444	364	352	295	209	297	178	882	271	522	291	380	350
Srrt|Srrt	1284	772	1237	955	1833	1030	1037	1679	1021	1440	769	1377	913	1219	1032	1699	1583
Mir7036|Mir7036	1	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0
Mir8116|Mir8116	4	2	2	2	5	2	0	1	1	2	2	7	0	4	0	0	0
Ufsp1|Ufsp1	247	115	212	84	61	46	77	352	70	70	120	243	148	208	356	142	214
Trip6|Trip6	171	72	92	117	40	211	0	221	165	76	160	233	98	123	123	143	114
Slc12a9|Slc12a9	2311	1317	2376	1915	1883	1181	1052	1986	530	1290	934	1645	2239	3341	2644	2944	3031
Ephb4|Ephb4	9	18	35	110	66	186	10	0	99	0	154	103	72	82	0	21	179
Pop7|Pop7	1039	828	947	740	1248	817	754	855	1086	1169	1102	1503	997	1132	870	1342	868
Actl6b|Actl6b	47	16	32	26	0	119	31	0	23	93	35	15	69	63	183	28	131
Pcolce|Pcolce	150	34	129	109	571	238	7	120	317	204	329	346	230	28	57	323	448
